claim,label,claim_id
"US state of Georgia has “almost 100,000 more COVID-19 cases, almost twice as many deaths and almost 600 more nursing home deaths than North Carolina, US.",True,averitec_298
"Tourism, lockdown key to deep New Zealand recession.",True,averitec_299
Wildfires do not Affect Mexico And Canada,False,averitec_300
Former FBI Director James Comey and former CIA Director John Brennan have been charged with multiple counts of treason.,False,averitec_301
"Donald Trump tweeted that he was donating $500,000 each toward the expenses of the two Los Angeles County sheriff's deputies who were shot and critically injured on September 12, 2020.",False,averitec_302
Iran has stockpiled 10 times as much enriched uranium as it had in 2016.,True,averitec_303
"Ignat Shchetinin And Sammy Scott Piatt, charged with arson connected to Clackamas County, Oregon wildfires.",False,averitec_304
Nigerian Government had placed a ban on alcohol in sachet and polythene.,False,averitec_305
Edo State in Nigeria has a 19% unemployment rate.,True,averitec_306
Antifa is recruiting people to dress as President Trump supporters and police to riot on Election Day 2020 in the United States,False,averitec_307
"Netflix tweets that its content is ""mostly pedophilia-free"" in response to criticism over its streaming of ""Cuties""",False,averitec_308
"Joe Biden’s own chief of staff said that when Biden managed swine flu in 2009, they quote, “Did every possible thing wrong.”",True,averitec_309
Netflix CEO Reed Hastings was arrested by the FBI on child porn charges.,False,averitec_310
Antifa Admit to Igniting Fires All Over The Country To Draw Attention To Climate Change,False,averitec_311
"Netflix CEO Reed Hastings was arrested by the FBI after being caught with 13,000 files of child pornography.",False,averitec_312
"The eligibility criteria for applying to take the exam for the Union Public Service Commission (UPSC) of India, differentiates depending on whether you are a Hindu or a Muslim.",False,averitec_313
Muslim candidates are allowed more attempts at the UPCS (i.e. Union Public Service Commission for recruitment to higher Civil Services of the Government of India) exam than others,False,averitec_314
Muslim candidates can qualify with lower marks than others in the UPCS (i.e. Union Public Service Commission for recruitment to higher Civil Services of the Government of India) exam,False,averitec_315
CDC announces that ordinary (non-N95) masks (which most people are wearing) will do nothing to protect you against wildfire smoke because they do not catch small particles,True,averitec_316
The upper age-limit for Muslim candidates for the UPCS (i.e. Union Public Service Commission for recruitment to higher Civil Services of the Government of India) exam is relaxed to be higher than that of other applicants,False,averitec_317
Greater number of Muslim aspirants are suddenly taking the UPCS (i.e. Union Public Service Commission for recruitment to higher Civil Services of the Government of India) exam,False,averitec_318
"the Indian Government set up 5 coaching centres for UPSC exams, 4 of which were in Muslim universities.",False,averitec_319
Police: Political Activists Didn’t Cause Oregon’s Wildfires,True,averitec_320
Clinical trials of a vaccine against COVID-19 were paused,True,averitec_321
Western Wildfires Are evidence Of A Coordinated Antifa Campaign To 'Burn The Country Down,False,averitec_322
Kasab was fed biriyani.,False,averitec_323
US Congress voted 49-46 to add the repeal of Section 230 — legislation which shields online platforms from liability for user-generated content — into the country’s annual defense bill in December 2020,False,averitec_324
"Democratic presidential nominee Joe Biden talk about how the Chevrolet Corvette is ""one of the best cars in the world"" while he was visiting a Ford plant.",False,averitec_325
Nita Ambani is to give Rs 200 crore for Kangana Ranaut’s new studio,False,averitec_326
US Democratic Vice Presidential nominee Kamala Harris tweeted that she ‘filed a complaint’ to remove a specific Instagram account.,False,averitec_327
Asha Ranaut tweeted ‘you havent crushed my daughter’s office but Bal Thackeray’s soul.,False,averitec_328
Brazil preserves its native forests better than any other country in the world,False,averitec_329
"$400,000 ... is more money than I’ve ever made” in a year",False,averitec_330
The CDC has removed the “Covid-19 Pandemic” and replaced it with “Covid-19 Outbreak” on their website.,False,averitec_331
In England only 69.4% of COVID-19 contacts are now reached and asked to self-isolate.,True,averitec_332
"Rhea Chakrabortys father Indrajit Chakraborty said ‘I Should Die, No Father Can Bear Injustice On His Daughter’.",False,averitec_333
"The NFL, NBA and MLB have Tax-Exempt status.",False,averitec_334
"Schools have resumed in New Brunswick, Canada despite the COVID-19 pandemic",True,averitec_335
The sky has turned orange to blood red in several parts of the United States.,True,averitec_336
80 million ballots for the US November 3 2020 election will be mailed to US voters who didn’t request them.,False,averitec_337
"PGA star Bubba Watson wrote a post that says, ""I see signs all over saying black lives matter. I’m just trying to figure out which black lives matter.”",False,averitec_338
Photo of three officers at the Indian Police Service who belong to the same family.,False,averitec_339
Wearing a face mask can cause pleurisy.,False,averitec_340
The Indian government has launched an online health consultation scheme.,True,averitec_341
The Daily Trust news report about a UK judge ruling on how Nigerian Vice President Yemi Osinbajo detected the Process and Industrious Development Limited (P&ID) fraud against Nigeria is fake news.,False,averitec_342
Math Mistake Caused U.S. Leaders To Panic And Order COVID Lockdowns,False,averitec_343
Video of a man blowing vape smoke through various face masks shows that they do not help prevent the spread of coronavirus.,False,averitec_344
Spraying of Naira notes is an offence punishable by imprisonment in Nigeria.,True,averitec_345
53 Johannes Ramokhoase street Pretoria is a human trafficking hotspot.,False,averitec_346
Tweet shows Maharashtra Navnirman Sena (MNS) president Raj Thackeray showing their support of Bollywood actress Kangana Ranaut.,False,averitec_347
"Willie Obiano, the Governor of Anambra State in Nigeria, procured over 100 SUVs as gifts for Anambra state traditional monarchs.",True,averitec_348
Donald Trump tweeted “THE NEXT 30 TO 60 DAYS WILL BE THE BIGGEST DRAINING OF THE SWAMP EVER”,False,averitec_349
Mark Zuckerberg Banned Richard Jewells Defence from raising money on Facebook.,False,averitec_350
Taiwan Shot down a Chinese SU-35 Jet.,False,averitec_351
"Maharashtra Navnirman Sena (MNS) chief Raj Thackeray has come forward in support of Bollywood actress Kangana Ranaut and would welcome her back to Mumbai, India.",False,averitec_352
Mark Zuckerberg and Facebook declared Richard Jewell to be a Mass Murderer in 1996,False,averitec_353
Taiwan claimed to have brought down a Chinese Air Force Su-35 that allegedly violated its airspace over Taiwan Strait.,False,averitec_354
"Between 2010 and 2018, the Uighur population had the region’s highest birthrate, at about 12 newborns per 1,000 people in Xinjiang, China.",False,averitec_355
"Raj Thackeray tweeted ""On 9 September, Hindu lioness Kangana Ranaut will be given a grand welcome in Maharashtra’s capital, Mumbai.""",False,averitec_356
"US President Donald Trump plans to cut social security, resulting in social security becoming permanently depleted by the middle of calendar year 2023.",False,averitec_357
"450,000 people attended the Sturgis Motorcycle Rally in South Dakota, and there were only 88 positive Covid-19 tests, so a .02% infection rate.",False,averitec_358
People are trying to lower the legal age of consent to four years old in the U.S.,False,averitec_359
"The U.S. Centers for Disease Control and Prevention fraudulently add deaths from poisoning, trauma, and unintentional injury to their tally of COVID-19 deaths.",False,averitec_360
"Sturgis Motorcycle Rally resulted in no more positive Covid results than the rest of the state, South Dakota, average stating 88 positive tests to Sturgis Rally, 0.02% infection rate of attendees.",False,averitec_361
The CDC recommended wearing only certain beard styles to help prevent the spread of coronoavirus.,False,averitec_362
Viral message claims that all Haldiram’s food products were banned in USA,False,averitec_363
Voters in North Carolina can send their Mail-in vote and then go to the polling place to vote again to check that their mail-in vote has been counted.,False,averitec_364
Fox News is unavailable in Canada because the Radio Act makes it a crime to lie to the public via airwaves.,False,averitec_365
"""Jihadists"" attacked a Temple in West Bengal and charred the Hindu deity Kali",False,averitec_366
A Pakistani website was hacked by an Indian cyber group to wish Pawan Kalyan a Happy Birthday.,True,averitec_367
"US President Trump opened a complaint platform to report censorship on Facebook, Twitter and YouTube.",True,averitec_368
"US President Trump issued an executive order for the White House to take over all electrical grids, which will include internet servers, broadcasting systems and electronic systems",False,averitec_369
"US President Trump canceled the Democrats’ HR6666 bill, known as the COVID-19 TRACE Act.",False,averitec_370
US President Trump canceled Bill Gates’ project known as ID2020,False,averitec_371
US President Trump issued an executive order to reopen states in lockdown during COVID-19 pandemic; governors who refuse will be sued,False,averitec_372
The US military will check purity and distribute COVID-19 vaccines in US.,False,averitec_373
"A 21 year old can have sex with an 11-year-old, and not be listed on the sex registry as a sex offender",False,averitec_374
"In Massachusetts, ""anybody can go vote for anybody so long as they have their information. … They're not even checking IDs at the polling stations.""",False,averitec_375
Economic damage caused by the pandemic shows United States GDP (gross domestic product) falling by 33 percent compared to India's 23.9 percent drop.,False,averitec_376
"In Belfast, the digital sector employs 26 per cent of the workforce.",False,averitec_377
Hooligans from the Muslim community were behind the desecration of Goddess Kali Idol in a Bengal Temple in West Bengal's Murshidabad district by burning it.,False,averitec_378
Bill Gates was involved in crafting the TRACE Act.,False,averitec_379
It's NOT a SECOND WAVE of COVID-19 coming soon. It's the NORMAL COLD / FLU SEASON,False,averitec_380
The World Health Organization (WHO) says there is no proof that face masks protect against Covid-19.,False,averitec_381
Masks lower immune systems.,False,averitec_382
"US President Trump made vaccines voluntary, not mandatory, in the US.",False,averitec_383
A virus can easily pass through a mask.,False,averitec_384
Some US mayors are fining people for going to church during the COVID-19 pandemic.,True,averitec_385
US President Trump declared places of worship as essential services during COVID-19 pandemic.,True,averitec_386
PEDOPHILIA is now LEGAL in CALIFORNIA,False,averitec_387
"Republican Maine Sen. Susan Collins said of President Donald Trump, “Yes, I said that I wouldn’t endorse him but that doesn’t mean I don’t fully support him.”",False,averitec_388
US President Trump instructed his administration to halt funding of the World Health Organization while a review was conducted to assess the World Health Organization’s role regarding the spread of coronavirus.,True,averitec_389
US Cable news channel Fox News is unavailable in Canada due to media legislation.,False,averitec_390
idol of goddess Kali was burnt in West bengals Murshidabad by the muslim community.,False,averitec_391
"In 2018, South African police service officers were accused of 217 cases of torture and 3,661 cases of assault.",True,averitec_392
"Since 2002, South Africa’s police force has grown by 50%.",False,averitec_393
All India Institute of Medical Sciences Nursing Officer Recruitment Common Eligibility Test 2020 was postponed.,True,averitec_394
US cable news channel Fox News is not available in Canada due to media legislation in the country.,False,averitec_395
"558 people were killed by the police in 2018, while 201 people died in police custody",True,averitec_396
The number of North American bison has been reduced to only twenty-seven individuals due to colonizers.,False,averitec_397
Jacob Blake raped a 14 year old teenage girl.,False,averitec_398
Amber Alert Issued For License Plate Q72B381,False,averitec_399
"Suresh Raina, the Chennai Super Kings (CSK) cricketer, has withdrawn from the upcoming 2020 edition of the IPL after testing positive for COVID-19.",False,averitec_400
"Even with a voter ID card, you won’t be allowed to vote in Ghana on December 7 if your name is not found in the Register. So, people should take advantage of the exhibition exercise to verify their names.",True,averitec_401
"A crowdfunding campaign on the Christian site GiveSendGo solicited donations to help Kyle Rittenhouse, a 17-year-old accused of killing two people at a protest in Kenosha, Wisconsin.",True,averitec_402
Islamic study is a subject in UPSC exam,False,averitec_403
The Trump RNC Acceptance Speech Was The First Time The White House Was Used For 'Purely Political Campaign Event',False,averitec_404
"Donald trump said ""We have already built 300 miles of border wall.""",False,averitec_405
"Donald Trump says Biden ""is even talking about taking the wall down.""",False,averitec_406
"George Floyd died of drug overdose, not US police brutality",False,averitec_407
"Donald Trump said: Biden ""has pledged a $4 trillion tax hike on almost all American families.""",False,averitec_408
"Biden has promised to abolish the production of American oil, coal, shale, and natural gas.",False,averitec_409
"Joe Biden had not condemned the violence and looting during protests in Kenosha, Wisconsin by 27th August 2020",False,averitec_410
Duterte has signed order to open nuclear power plant.,False,averitec_411
"Donald Trump said: ""When asked if he supports cutting police funding, Joe Biden replied, ‘Yes, absolutely.’""",False,averitec_412
The Edo State government of Nigeria receives 600 million naira monthly as a security vote.,False,averitec_413
"Donald Trump said ""Last month, I took on Big Pharma. You think that is easy? I signed orders that would massively lower the cost of your prescription drugs.""",True,averitec_414
President Trump marshalled the full resources of our federal government to deal with the coronavirus from the outset. He directed the US to forge a seamless partnership with governors across America in both political parties.,False,averitec_415
"Kyle Rittenhouse, shooter in the Kenosha shootings, was a white supremacist.",False,averitec_416
Mobs torched our cities while popular members of Congress promote the same socialism my father fought against in World War II.,False,averitec_417
Kenosha police allowed Kyle Rittenhouse to walk away after he killed two protesters and injured a third with an AR-15-style rifle.,True,averitec_418
EU Trade Commissioner resigned after being accused of violating COVID-19 health rules in Ireland,True,averitec_419
Joe Biden wants to end school choice.,False,averitec_420
"Where President Donald Trump achieved energy independence for the United States, Joe Biden would abolish fossil fuels and end fracking.",False,averitec_421
"Before the first case of the coronavirus spread within the United States, the president Donald Trump took unprecedented action and suspended all travel from China.",False,averitec_422
The Obama-Biden administration secretly launched a surveillance operation on the Trump campaign.,False,averitec_423
"This Democratic Party of Joe Biden is pushing the so-called Green New Deal. If given power, they would essentially ban animal agriculture and eliminate gas-powered cars.",False,averitec_424
Nancy Pelosi says that China would prefer Joe Biden.,True,averitec_425
The first night of the US Republican National Convention had 128.4 million viewers,False,averitec_426
